1403636763.113555431365967 0.001162250010780588316272599 0.04099545225656604785502424 -0.007795105673937343521151533 0.01369348717036057531959425 -0.003877647842664107454002664 -0.6851360197351545888722057 0.7282761068136055504496085
1403636762.963555574417114 -0.004092603568686903336981686 0.03525311898205452099119839 -0.002169161047529197337141449 0.02987070076257545767073331 -0.0209571154159526179538986 -0.7062143824112734336040376 0.7070571272651239302931003
1403636762.813555479049683 -0.006579784930990748015311453 0.03415082103677652414219779 0.001288128826116132462364927 0.02740814698666669407822738 -0.03791409020868105606005827 -0.6978821511061392701691375 0.7146830096763232553769285
1403636762.663555383682251 -0.003630793472625404305631491 0.02692450920228095859187967 -0.005347023663636010087918393 0.02518254073732647049799205 -0.04871865606499520967576089 -0.6834258109018129800915631 0.727957071790972132241393
1403636762.513555526733398 0.001257369187040918712128246 0.01774763843629565546189397 -0.01205802850780920282280917 0.004149689272687694281682713 -0.05328586042532310051988986 -0.7079612200691164369814601 0.7042260332772413145008272
1403636762.413555383682251 0.004949116869701807031045604 0.01353162797266942163343373 -0.01493918975274843852218964 -0.003370260076871239764834121 -0.04991650933267034045970334 -0.7238152689030732389596778 0.6881776138246381568919219
1403636762.263555526733398 0.01000148710797647139125743 0.01254409860970020357262555 -0.01653560417445794003543647 0.008306067668926555083719343 -0.03455448322730605981156771 -0.7313134932821192535357113 0.6811149558733778919261681
1403636762.113555431365967 0.0133435414585775027895842 0.01635420405920919376119294 -0.01575907819190874512016443 0.02156493909664440947193675 -0.02786131243906472820803799 -0.7244288279816855080639471 0.6884486769494712055106334
1403636761.813555479049683 0.01967270659779265379318858 0.02518092963731252340031652 -0.01498176723833038147259966 0.03059214593319615344002571 -0.03760895482260828703857669 -0.7017993367823586181586393 0.7107231423027920991231099
1403636761.313555479049683 0.03713617853512120314807277 0.02487195705049785252049865 -0.02112598373873725982052818 -0.002413484005488396658134498 -0.06211997354758428541154913 -0.7183640144143992323222392 0.6928841448424317706056286
1403636761.163555383682251 0.04210702524924395118155473 0.02057545098021063695314936 -0.02138171086688643238171714 0.006530881559340244793543384 -0.0527855545361531688919321 -0.7184465938163744347377815 0.6935456172010405762051732
1403636761.013555526733398 0.0459828297636295513228788 0.01425913747975537243517508 -0.02041367226014343880247104 0.01831383192607891757797134 -0.03759808626668165176809566 -0.7226543043345025063572962 0.689943305678038854011902
